"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC02001745.hg.1",1.75006401777778,11.0639329293333,9.50291989384823,5.35525972641196e-08,0.000171667718948068,8.56793928538139
"TC08000392.hg.1",1.62921926233333,10.8990916026,9.36398929027106,6.55674852899665e-08,0.000183011305151768,8.38562362959615
"TC16001242.hg.1",2.22159944577778,10.4268877775333,9.32012478179284,6.99256139547686e-08,0.000183011305151768,8.32753631774392
"TC05000710.hg.1",1.54485855005556,5.44810391946667,9.30205202342714,7.18088913301574e-08,0.000183011305151768,8.30352982355868
"TC12001277.hg.1",-2.49418094361111,11.3643482536667,-8.92247421743743,1.26561517068513e-07,0.000287919286071701,7.78924090055655
"TC18000202.hg.1",-1.50490309855556,6.48950827746667,-8.8393774688748,1.4359663376692e-07,0.000316464543848266,7.67404535276695
"TC07000959.hg.1",1.62370554944444,8.27698924533333,8.57702327701359,2.15088989793791e-07,0.000399176863874409,7.30406493228791
"TC07000772.hg.1",2.02893893211111,4.89255333006667,8.40176086037565,2.83036710814277e-07,0.000499014948918881,7.05150672060115
"TC01001564.hg.1",1.73095934488889,10.8776237330667,8.30056127637207,3.32221776557538e-07,0.000520650585514828,6.90367699919495
"TC03001083.hg.1",1.59285577522222,11.2246884265333,8.20641148188755,3.86064687456898e-07,0.000534395956370132,6.76481908214284
"TC01001103.hg.1",2.34130091783333,4.70317155146667,8.1817756377217,4.01613455009245e-07,0.000534395956370132,6.72827241291489
"TC01001120.hg.1",2.34130091783333,4.70317155146667,8.1817756377217,4.01613455009245e-07,0.000534395956370132,6.72827241291489
"TC04001397.hg.1",1.56876837788889,10.9405490949333,8.12300164768307,4.41420136484373e-07,0.000555897719380132,6.64072559808525
"TC15001363.hg.1",1.69546431211111,5.7251543124,8.06645701171905,4.83634464643045e-07,0.000598374620175815,6.55602301638532
"TC06000439.hg.1",1.68566203644444,5.5477213468,7.93067989055074,6.03227053972411e-07,0.000675576841906374,6.35071262479728
"PSR19012442.hg.1",-1.95898068522222,12.0228013748,-7.85566823083208,6.82236870183188e-07,0.000691090456202458,6.23611739829026
"PSR19012446.hg.1",-2.14276098016667,11.6775892112667,-7.77211912057668,7.83147470092354e-07,0.000730956573464537,6.10749389834919
"TC15001837.hg.1",-2.24102990055556,9.50594444866667,-7.76530118637439,7.92044518972403e-07,0.000730956573464537,6.09695172588065
"TC02001581.hg.1",1.94321358388889,10.0299481463333,7.67220357978995,9.24704386949485e-07,0.000785202357842498,5.95230352631859
"TC08000253.hg.1",1.87300167777778,10.2510050716667,7.61326537312514,1.02054754690227e-06,0.000799577778715101,5.86005646077899
"3545865_st",-1.89172203416667,9.63786563233333,-7.56679246173873,1.10342893743088e-06,0.000799577778715101,5.78695010433995
"TC06000230.hg.1",1.51039107477778,5.74109903813333,7.55672399816156,1.1222962893883e-06,0.000799577778715101,5.771068440019
"TC14001398.hg.1",1.93346032772222,6.65612769653333,7.516104695781,1.20190912569675e-06,0.00079964374784445,5.70684111233179
"TC17001065.hg.1",1.74027264138889,8.88900670366667,7.48316740979784,1.27079663699058e-06,0.000815708325357394,5.65457706600952
"TC0X001016.hg.1",1.59869829822222,11.1237241260667,7.47930217701154,1.27914729697773e-06,0.000815708325357394,5.64843302400599
"TC14000181.hg.1",-1.97721367238889,5.29891019793333,-7.47711965782551,1.28388786799584e-06,0.000815708325357394,5.64496276436682
"TC06001357.hg.1",2.92902034122222,5.7627864446,7.42315676975503,1.40713545591603e-06,0.00084816592955185,5.55893030582652
"TC06001358.hg.1",2.92902034122222,5.7627864446,7.42315676975503,1.40713545591603e-06,0.00084816592955185,5.55893030582652
"TC06001420.hg.1",2.92902034122222,5.7627864446,7.42315676975503,1.40713545591603e-06,0.00084816592955185,5.55893030582652
"TC19000286.hg.1",1.53492305272222,4.03262266786667,7.4157407960865,1.42501628030531e-06,0.000851664602847215,5.54707249294404
"TC08001816.hg.1",-2.04772583177778,6.02434582106667,-7.37641030535526,1.52390094321748e-06,0.000881252056549309,5.4840448154655
"TC17001438.hg.1",1.81590824066667,10.7989171089333,7.36355313127258,1.55776162446022e-06,0.000881252056549309,5.4633898874134
"TC17000249.hg.1",1.92297555,6.29578680666667,7.32863657833875,1.65374620028854e-06,0.000904086382038364,5.40716954605655
"TC06000697.hg.1",-1.64066815,7.14001578733333,-7.30343349992304,1.72685786325907e-06,0.000913144228552722,5.36647353203485
"TC01004068.hg.1",1.76554935194444,5.01306970666667,7.29496541541311,1.75217480655413e-06,0.000913144228552722,5.35277812860411
"2912056_st",-1.91531057716666,12.1437952124667,-7.28625133277681,1.77863256185014e-06,0.000915580322331074,5.33867342824096
"TC17000639.hg.1",2.91055870905556,5.77148697073333,7.27982850116372,1.79840071580985e-06,0.000919047925225059,5.32826993592104
"TC06001404.hg.1",2.32842451805556,5.736206664,7.22304935966011,1.98347095330873e-06,0.00094199433406418,5.23602635135711
"3545872_st",-2.25731850277778,12.6927898233333,-7.19730827489176,2.07383000867488e-06,0.000946997751116396,5.19404461331343
"AFFX-r2-Bs-dap-5_st",2.35840808477778,10.1595717141333,7.18573728912509,2.1158391383604e-06,0.000946997751116396,5.17514012564856
"3660276_st",-1.76628169444444,11.8807013666667,-7.06460849235403,2.61292369219692e-06,0.0010395903630862,4.97600804127767
"TC08002271.hg.1",-2.64213273877778,6.36183119226667,-7.0454914685157,2.70189827174248e-06,0.0010395903630862,4.94437419636217
"TC10001769.hg.1",-1.7651114455,7.2896616938,-7.04193063516606,2.7188176656843e-06,0.0010395903630862,4.93847570529577
"TC10002411.hg.1",-2.12670309911111,7.9430563168,-6.97488114306235,3.05892249526184e-06,0.00104691663318726,4.82704443444143
"TC07000435.hg.1",1.88014837944445,4.51604393366667,6.97451903063262,3.06087535193013e-06,0.00104691663318726,4.82644075133705
"TC07001522.hg.1",1.88014837944445,4.51604393366667,6.97451903063262,3.06087535193013e-06,0.00104691663318726,4.82644075133705
"TC07001525.hg.1",1.88014837944445,4.51604393366667,6.97451903063262,3.06087535193013e-06,0.00104691663318726,4.82644075133705
"TC07001527.hg.1",1.88014837944445,4.51604393366667,6.97451903063262,3.06087535193013e-06,0.00104691663318726,4.82644075133705
"TC18000446.hg.1",-1.70563995527778,6.51184300433333,-6.97166546238349,3.07631012560391e-06,0.00104691663318726,4.82168281797618
"TC17001429.hg.1",1.70865091927778,9.24405331826667,6.97080190643332,3.08099704043964e-06,0.00104691663318726,4.82024270978136
"ERCC-00014_st",2.10529655144444,10.1853524824667,6.90721380979494,3.44744478022554e-06,0.00108474131061839,4.71388441928941
"TC16002074.hg.1",-1.70349725516667,6.9785032136,-6.90502972706463,3.46081129403369e-06,0.00108474131061839,4.71022022713921
"3545868_st",-2.39744051238889,11.0950670739333,-6.88793994680786,3.56728530610045e-06,0.00108917717960012,4.68152366310267
"TC02001482.hg.1",1.68745986233333,10.1626817559333,6.88484814868089,3.58691031816574e-06,0.00108917717960012,4.67632721534662
"TC17002746.hg.1",-2.24808291794444,5.57420450293333,-6.85271438607743,3.79767394708404e-06,0.00112409691652944,4.62223212375974
"TC05000621.hg.1",1.68485883633333,10.1819667815333,6.83834655954588,3.89605334748028e-06,0.00114261219535474,4.59799333839187
"PSR03029280.hg.1",-1.59075246744444,8.74073929246667,-6.81012976079278,4.09707412931981e-06,0.00117824286483436,4.55029848471405
"PSR05015297.hg.1",-2.14327314261111,11.9445011207333,-6.797670417155,4.18925120134798e-06,0.00118483530512434,4.52919940202381
"TC17001796.hg.1",-1.54610881238889,6.42469927126667,-6.78802143730521,4.26212115339787e-06,0.00119752019960589,4.5128430481594
"TC01000216.hg.1",1.50266121177778,7.1804919476,6.77430562623667,4.36798656722085e-06,0.00120809045230359,4.48956816020864
"TC01001154.hg.1",2.00030867883333,4.20921732086667,6.77268671993239,4.38066176581237e-06,0.00120809045230359,4.48681906293671
"TC01003137.hg.1",2.00030867883333,4.20921732086667,6.77268671993239,4.38066176581237e-06,0.00120809045230359,4.48681906293671
"TC17001795.hg.1",-2.20803118372222,5.5889806704,-6.75706249532727,4.50498065669735e-06,0.0012219413494318,4.46026649665809
"TC01002166.hg.1",-2.39274113577778,8.59449852013333,-6.70988691581392,4.90316058513071e-06,0.0012759616012737,4.37986580561867
"3372479_st",-2.10272708111111,11.916788362,-6.70073091143158,4.98460154471274e-06,0.00129172403026001,4.36422163100873
"PSR17005541.hg.1",-1.50002145411111,10.1882006528,-6.69156964470014,5.06750138703065e-06,0.00129954691024568,4.34855554441924
"TC01000221.hg.1",1.59677665588889,8.9947855768,6.68168586785431,5.1585524164192e-06,0.00130393043750226,4.33163944866521
"TC01002269.hg.1",1.59677665588889,8.9947855768,6.68168586785431,5.1585524164192e-06,0.00130393043750226,4.33163944866521
"PSR03029281.hg.1",-1.54508086411111,8.73116838113333,-6.64339536887612,5.52770264286605e-06,0.00135873840342359,4.26596324608345
"TC06002848.hg.1",-1.99140119816667,8.0514920474,-6.59086805996883,6.07944508645738e-06,0.00139819470800507,4.17550101497616
"TC14001107.hg.1",1.61648216244444,6.54756179586667,6.576151881932,6.24409478333404e-06,0.00139819470800507,4.15008083910656
"PSR19023013.hg.1",-1.6599161545,9.98186400153333,-6.56256395597723,6.40024664502403e-06,0.00139819470800507,4.12658002312321
"TC15000023.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15000137.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15000147.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15000996.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001015.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001054.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001061.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001065.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001095.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001116.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001130.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC15001623.hg.1",2.01840214194444,5.50124426066667,6.53105259891227,6.77822830410091e-06,0.00139819470800507,4.07197087825863
"TC17001801.hg.1",1.617095905,7.27978766233333,6.50165177127012,7.15187558628441e-06,0.00142279086938098,4.02088189944323
"TC01002254.hg.1",2.03594685066667,7.92287596893333,6.43115305489791,8.13782678086836e-06,0.00149135427450166,3.89783884277239
"TC17001334.hg.1",2.03594685066667,7.92287596893333,6.43115305489791,8.13782678086836e-06,0.00149135427450166,3.89783884277239
"TC15000569.hg.1",1.97958918477778,5.5156504398,6.40417772248317,8.55161524829126e-06,0.00153885652383915,3.85055709519637
"TC12002781.hg.1",-1.666458251,5.24673387293333,-6.38592038743905,8.84404902817588e-06,0.00153885652383915,3.81849300946976
"TC10001055.hg.1",1.704236245,9.93979410633333,6.38236391868644,8.90221467818007e-06,0.00153885652383915,3.8122411130979
"TC02001623.hg.1",1.58043000405556,9.6322820444,6.37438279397731,9.03419834553244e-06,0.00153885652383915,3.79820411802391
"TC22000525.hg.1",1.724012368,5.7373781262,6.34548704278831,9.52932226403264e-06,0.00154847095397782,3.7473018301083
"TC22000536.hg.1",1.724012368,5.7373781262,6.34548704278831,9.52932226403264e-06,0.00154847095397782,3.7473018301083
"TC22000586.hg.1",1.724012368,5.7373781262,6.34548704278831,9.52932226403264e-06,0.00154847095397782,3.7473018301083
"TC21000007.hg.1",1.69983554594445,8.6367640986,6.3369703576655,9.68057777997192e-06,0.00155832110335806,3.73227471727718
"TC10000517.hg.1",1.57422021072222,5.4686641864,6.31454980560641,1.00908223327485e-05,0.00156905744582546,3.6926624252304
"TC11001652.hg.1",1.97715524061111,7.8297823288,6.30447828200899,1.02809538236877e-05,0.00156905744582546,3.6748433427645
"TC08000113.hg.1",1.61340376555556,6.11080030133333,6.29170212586665,1.05275172331513e-05,0.00157207814867299,3.65221691687294
"TC19000963.hg.1",1.88675073577778,9.78349209686667,6.28835419126139,1.05931392533837e-05,0.00157332682831585,3.64628366690824
"2930611_st",-1.92485814055555,12.7329796626667,-6.26094705946429,1.11465940526954e-05,0.0016161287363793,3.59764851673801
"PSR02034053.hg.1",-1.73843499366667,8.21679133353333,-6.24482871247865,1.14860440516665e-05,0.00162263968859668,3.56899267575433
"TC01003182.hg.1",1.72667379511111,9.3396505366,6.24151914567199,1.15570627995905e-05,0.00162588612914536,3.56310393129669
"TC16000471.hg.1",-1.58405606322222,5.45487323093333,-6.23580318522445,1.16807962425897e-05,0.00162896229718179,3.55292956648433
"3499513_st",-1.52963495155556,5.84551059226667,-6.22045502273575,1.20198969675009e-05,0.00165917052781159,3.52558552701653
"AFFX-r2-Bs-thr-5_st",2.08005577411111,8.70881908453333,6.18687153111924,1.27980538424978e-05,0.00173235537645772,3.46562970419658
"3644260_st",-2.32770642077778,11.6734134061333,-6.17155526569628,1.31701517843053e-05,0.00176242621306369,3.43822950320502
"3372484_st",-1.53604422277778,12.1178036986667,-6.15901645910744,1.3483133766775e-05,0.00178735158389901,3.41577179446573
"PSR01029232.hg.1",-2.05114874011111,7.70237204506667,-6.15075739934424,1.36935010353812e-05,0.00179502433129212,3.4009664448187
"PSR15015213.hg.1",-2.02274531338889,12.1451976102,-6.14581575797764,1.38209975737224e-05,0.00179502433129212,3.39210306456226
"TC16000469.hg.1",-1.52819213966667,7.72246027413333,-6.12518905812606,1.43666366035248e-05,0.00182877775103502,3.3550672305399
"TC16000392.hg.1",1.59096365255556,3.02412439746667,6.10251905081531,1.49922076737336e-05,0.00187131940137118,3.31428904396187
"TC16001068.hg.1",1.59096365255556,3.02412439746667,6.10251905081531,1.49922076737336e-05,0.00187131940137118,3.31428904396187
"PSR05015307.hg.1",-2.03352370388889,12.464473794,-6.0500795247527,1.65500593340905e-05,0.00198159564417328,3.21966804628653
"TC04001218.hg.1",1.89731154177778,7.85374834493333,5.99058828807817,1.85226377135792e-05,0.00208005092273049,3.11182784435572
"3644261_st",-1.62351729388889,12.7962476813333,-5.98489532469756,1.87237778261873e-05,0.00208933067031046,3.10148068370028
"TC12000506.hg.1",1.54618465994444,5.22799867386667,5.97641335434347,1.90276702475111e-05,0.00209497940246268,3.08605552463259
"TC07002421.hg.1",1.58866722433333,5.12634110173333,5.95126924606017,1.99589635942137e-05,0.00214388463780466,3.04026654616487
"TC16001576.hg.1",-1.53247869538889,7.26375968106667,-5.94386867893598,2.02419800960719e-05,0.00215964472362372,3.02677192149386
"2930644_st",-2.36277470877778,7.77713147026667,-5.92836982525411,2.08482638176764e-05,0.0021984587331988,2.99848432843302
"PSR15015211.hg.1",-2.31001395011111,12.1080498477333,-5.90282941542088,2.18887681621571e-05,0.00225352057970774,2.95179260919484
"TC20000705.hg.1",1.50065518711111,6.60727564573333,5.89895751445493,2.2051146564681e-05,0.00226136045781622,2.94470585461363
"TC06001613.hg.1",2.01153978461111,5.53578136673333,5.89625009317666,2.21654310138174e-05,0.00226312020012697,2.93974914942291
"PSR04008156.hg.1",-1.87722912055556,11.9078537773333,-5.82350184365264,2.54776179066155e-05,0.00241824770878634,2.80616296762
"TC15001541.hg.1",-1.87202852433333,6.36988078593333,-5.81859048753518,2.57189456479481e-05,0.00243366842563216,2.79711666532907
"3520353_st",-1.80107433688889,7.92398873613333,-5.81482720037541,2.59054630874428e-05,0.00244569072733029,2.79018264948711
"AFFX-r2-Bs-lys-5_st",2.0399031855,5.05444856786667,5.79384318335445,2.69714877318547e-05,0.00251601882184337,2.75148123445334
"PSR19023021.hg.1",-2.05293693416666,11.063378093,-5.77187431322976,2.81363420929828e-05,0.00258703944383758,2.71089549280766
"TC07001618.hg.1",-2.50276215677778,7.7427428094,-5.76210991327513,2.86706906644746e-05,0.002615709078565,2.69283429431872
"TC17001698.hg.1",-1.55965406116667,6.8516211892,-5.74004142088984,2.99174457948205e-05,0.00268330099964005,2.65196394314035
"TC12002266.hg.1",-1.60138241594444,8.2642303084,-5.7071532794323,3.18805724103799e-05,0.00276539173072891,2.59092693061576
"TC01003159.hg.1",1.561482724,11.2290389739333,5.69730446832586,3.24940490846093e-05,0.00280143988214413,2.572618639326
"TC02001958.hg.1",1.66229727177778,10.1879153302667,5.63157679667574,3.69137406477573e-05,0.00298151705507021,2.45008454946593
"TC16000732.hg.1",1.66229727177778,10.1879153302667,5.63157679667574,3.69137406477573e-05,0.00298151705507021,2.45008454946593
"TC01003755.hg.1",-2.26535077866667,6.2995430262,-5.62647525889954,3.72818136223227e-05,0.00299279013361015,2.44054852956745
"PSR12025992.hg.1",-1.54882833166667,12.4250277373333,-5.60608055637589,3.87916238596566e-05,0.00302956997724758,2.40238954616103
"TC08000127.hg.1",-1.68996617805556,6.737141882,-5.59739425951517,3.94537388433005e-05,0.0030480442951474,2.38611967864367
"TC02001189.hg.1",-1.51036850077778,4.71135987946667,-5.58864937609623,4.01321328675099e-05,0.00305971719590854,2.36972948552217
"TC12000760.hg.1",1.63582044588889,6.42963528613333,5.58206555668208,4.0650831992191e-05,0.00306939895565876,2.35738269065068
"2928784_st",-1.93635407833333,8.289096828,-5.45727775548766,5.19082282484959e-05,0.00347317265727579,2.12223984724051
"3372486_st",-1.75181168388889,12.4195701886667,-5.45583264243597,5.20559934640364e-05,0.00347975812991871,2.11950436800458
"TC06000123.hg.1",1.81859573738889,5.76780373306667,5.44863399397394,5.27985658877152e-05,0.00348970315098345,2.10587374208158
"TC06000248.hg.1",1.81859573738889,5.76780373306667,5.44863399397394,5.27985658877152e-05,0.00348970315098345,2.10587374208158
"TC06001475.hg.1",1.81859573738889,5.76780373306667,5.44863399397394,5.27985658877152e-05,0.00348970315098345,2.10587374208158
"TC15001574.hg.1",1.81859573738889,5.76780373306667,5.44863399397394,5.27985658877152e-05,0.00348970315098345,2.10587374208158
"TC17000129.hg.1",1.81859573738889,5.76780373306667,5.44863399397394,5.27985658877152e-05,0.00348970315098345,2.10587374208158
"TC09002617.hg.1",-2.05084153311111,5.24189712853333,-5.42442080503288,5.53775429415624e-05,0.00359281551137792,2.05997515822848
"TC14000925.hg.1",1.71257611166667,10.5515616646667,5.4237686139658,5.54487807221592e-05,0.00359413084822503,2.05873777962029
"2999490_st",-1.56424786061111,8.83318233953333,-5.41584573298048,5.63217792107972e-05,0.00360107056689306,2.04370145695225
"TC22000346.hg.1",1.91296802466667,6.0513248782,5.41515468656218,5.63985932969766e-05,0.00360271557525605,2.04238956848152
"JUC06021792.hg.1",-1.84855836044444,10.7703152502667,-5.41009910197904,5.69638528998709e-05,0.00361915477302486,2.03279007170678
"PSR09020083.hg.1",-1.64728791833333,12.4408501093333,-5.40799352544499,5.72009973551293e-05,0.00362768519467247,2.02879102093192
"TC15000202.hg.1",1.55327138188889,11.3635965642,5.38833826985957,5.94644817186187e-05,0.00370845908799473,1.99143210921055
"TC15001135.hg.1",1.55327138188889,11.3635965642,5.38833826985957,5.94644817186187e-05,0.00370845908799473,1.99143210921055
"TC09000164.hg.1",1.60025908611111,4.501799776,5.3669037907735,6.20384998799077e-05,0.00377695258207851,1.95063327987931
"PSR17013118.hg.1",-1.68055285477778,6.41552094286667,-5.36497575134452,6.22756006391172e-05,0.00377923292760177,1.94696044892677
"TC19000191.hg.1",-1.54322728355556,6.80942227246667,-5.34982461810782,6.41716632437103e-05,0.003840748531059,1.91808125466909
"TC08001576.hg.1",1.60576640355556,5.76377435186667,5.34749884311369,6.44679490297006e-05,0.003840748531059,1.91364549648321
"TC06000985.hg.1",-2.04842703372222,6.50532667006667,-5.32111821371289,6.79291275516354e-05,0.00391842375315499,1.86328262080572
"AFFX-r2-Bs-phe-5_st",2.05991583238889,7.33732170006667,5.31737529674336,6.84355087443935e-05,0.00393024675441758,1.85612975893592
"TC18000218.hg.1",1.50143994055556,11.526726804,5.3163096063849,6.85803974231841e-05,0.00393024675441758,1.85409285131667
"PSR17013142.hg.1",-1.6350216085,8.04639915326667,-5.30551839374046,7.00654889328387e-05,0.00397524414803748,1.83345880397289
"TC04000403.hg.1",-3.49080511233333,7.18778405073333,-5.29718426349351,7.12351082034019e-05,0.00400615114499881,1.8175127151611
"PSR11018242.hg.1",-2.07629046838889,11.2777887515333,-5.2882109440798,7.25169615474033e-05,0.00404750681299723,1.80033366105563
"TC15000651.hg.1",1.51986875305556,9.74409881966667,5.25493601471545,7.74816627923302e-05,0.00419548609767773,1.73654037496831
"ERCC-00099_st",2.22926143477778,7.61106069346667,5.2424921023587,7.94271895414828e-05,0.00424030559275851,1.71264731535588
"3671556_st",1.71075465711111,4.72765711406667,5.20547301501703,8.55179996769443e-05,0.00437173398825316,1.6414532968433
"ERCCmix2step23",2.13533897844444,7.74639807393333,5.19900287705002,8.663098403458e-05,0.00439663875323448,1.62899254045545
"PSR05015322.hg.1",-1.64327080677778,7.94253721173333,-5.1969617696101,8.69851799427391e-05,0.00441010484910265,1.62506051833711
"3051144_st",-1.56995481944444,12.0604812533333,-5.18575939727444,8.89558754931789e-05,0.00445240256025937,1.60347089406788
"TC16000476.hg.1",-1.56433469561111,7.9242372522,-5.15016264286747,9.55287163253156e-05,0.00460175659932393,1.53476490706659
"TC03000683.hg.1",1.69529555716667,3.7084883502,5.14007716240957,9.74804195283757e-05,0.00464142998066066,1.51527055331312
"PSR15015212.hg.1",-1.624581005,12.407030028,-5.13853378809332,9.77826888340633e-05,0.00464685213250987,1.51228625476223
"TC05003094.hg.1",-1.62730010016667,5.58741614426667,-5.08618754765197,0.000108627030901043,0.00491385766532024,1.41089860617272
"TC01001685.hg.1",-1.62884460638889,8.83344639933333,-5.05772425206709,0.000115035640021356,0.00503945529261192,1.3556320464853
"TC16000474.hg.1",-1.60776300577778,8.73807980713333,-5.04477844313762,0.00011807786151583,0.00512586638732306,1.33046396137171
"ERCCmix2step35",1.66379645838889,7.4769270168,5.00027026810528,0.000129183121534892,0.00534960732824734,1.24378688828868
"3447830_st",-1.70551083116667,5.86375923253333,-4.99615850213168,0.000130261794421787,0.00537219446082322,1.23576798603406
"3213023_st",-1.55371052161111,8.38892682546667,-4.98081333107664,0.000134369815369471,0.00545798404528765,1.20582436016179
"3598720_st",-1.81335872866667,11.2943467785333,-4.95840661398705,0.000140608753647316,0.00556392974877064,1.16205353872553
"3670254_st",-1.63944223566667,9.5156657214,-4.95605680802149,0.000141280048349877,0.00557866340973034,1.15746000634372
"TC07002463.hg.1",2.44940452955556,8.73691460526667,4.94319311948336,0.000145013736368895,0.005653291171887,1.13230245205072
"TC12000630.hg.1",-2.04436870272222,6.19995211313333,-4.94087043920325,0.000145698621189874,0.00566433509491372,1.12775802160922
"PSR14010171.hg.1",-1.58664190022222,8.36971315913333,-4.93807542937448,0.000146527186479158,0.00568714186685177,1.12228866542435
"TC03001178.hg.1",1.67682555444445,5.69632084766667,4.92499047162705,0.000150470978681349,0.00575130072807398,1.09667218337931
"PSR11032475.hg.1",-1.96857199555556,11.348310514,-4.9185303311686,0.000152458080375133,0.00579299633744368,1.08401820248937
"TC15001710.hg.1",2.25117183122222,7.08111071126667,4.88738680976965,0.000162422479974878,0.00604508165668897,1.02295124481682
"TC01005141.hg.1",-1.987150604,5.2387808774,-4.87393302833016,0.000166931471754784,0.00611876724665416,0.99653842237136
"TC04000285.hg.1",1.52791832672222,6.88406496613333,4.8497766589201,0.000175352420077509,0.00628387995691817,0.949065697240311
"TC14002207.hg.1",2.5273946055,6.8973134792,4.84944277868227,0.000175471816098252,0.00628387995691817,0.948409115745557
"TC06002355.hg.1",2.92155482888889,4.45394154133333,4.8473495123585,0.000176222273428933,0.00629251817166009,0.944292403276557
"2985890_st",1.9817526395,6.21487202346667,4.84391731529504,0.00017745988207411,0.0063254684322113,0.937541495040904
"TC15001926.hg.1",1.58881546772222,3.99354461086667,4.80248773719596,0.000193121619214463,0.00660820764282464,0.855955763339218
"3615292_st",-1.83885518794444,3.51308607593333,-4.79435768959364,0.000196357737951082,0.00666546282941683,0.839924890016571
"TC02001869.hg.1",-2.07111824583333,5.85134828866667,-4.75165195854169,0.000214292544904163,0.00702540689914041,0.755608377716927
"PSR15015214.hg.1",-1.5703928995,11.0867761635333,-4.74630622083035,0.000216652817602474,0.00705537820574495,0.745041220858778
"TC06001060.hg.1",1.864604199,3.4133023286,4.73894722772873,0.000219945619672457,0.00709997585380762,0.73048979557911
"TC03001168.hg.1",1.81325181466667,5.55405420586667,4.72942931608977,0.000224280589559434,0.00718318153000438,0.711661575945976
"47424485_st",2.02116208666667,3.52657356133333,4.71324719221688,0.000231852664450006,0.00732176804175519,0.679630206461711
"PSR05013906.hg.1",-1.97184034072222,9.11352459093333,-4.70325104945796,0.000236660428850487,0.00739149841621919,0.659831024988843
"PSR01009065.hg.1",-1.63790880727778,6.58199326653333,-4.70075656268319,0.000237876013916456,0.00741304910712781,0.654888759333079
"TC10002741.hg.1",1.5281310025,8.68758085966667,4.6664243334783,0.000255270718713,0.00768678774372198,0.58680782299674
"PSR05015346.hg.1",-1.79466062794444,7.67147565893333,-4.6643955249176,0.000256338478531239,0.00770141872443938,0.582781262555019
